33.8700000000,5.0950000000,1.1590000000,.3258000000,.1027000000
.3258000000,.0000000000,.0000000000,.0000000000,.0000000000
.1027000000,.0000000000,.0000000000,.0000000000,.0000000000
1.4070000000,.0000000000,.0000000000,.0000000000,.0000000000
1.4070000000,.0000000000,.0000000000,.0000000000,.0000000000
1.4070000000,.0000000000,.0000000000,.0000000000,.0000000000
.3880000000,.0000000000,.0000000000,.0000000000,.0000000000
.3880000000,.0000000000,.0000000000,.0000000000,.0000000000
.3880000000,.0000000000,.0000000000,.0000000000,.0000000000
1.0570000000,.0000000000,.0000000000,.0000000000,.0000000000
1.0570000000,.0000000000,.0000000000,.0000000000,.0000000000
1.0570000000,.0000000000,.0000000000,.0000000000,.0000000000
1.0570000000,.0000000000,.0000000000,.0000000000,.0000000000
1.0570000000,.0000000000,.0000000000,.0000000000,.0000000000
1.0570000000,.0000000000,.0000000000,.0000000000,.0000000000
33.8700000000,5.0950000000,1.1590000000,.3258000000,.1027000000
.3258000000,.0000000000,.0000000000,.0000000000,.0000000000
.1027000000,.0000000000,.0000000000,.0000000000,.0000000000
1.4070000000,.0000000000,.0000000000,.0000000000,.0000000000
1.4070000000,.0000000000,.0000000000,.0000000000,.0000000000
1.4070000000,.0000000000,.0000000000,.0000000000,.0000000000
.3880000000,.0000000000,.0000000000,.0000000000,.0000000000
.3880000000,.0000000000,.0000000000,.0000000000,.0000000000
.3880000000,.0000000000,.0000000000,.0000000000,.0000000000
1.0570000000,.0000000000,.0000000000,.0000000000,.0000000000
1.0570000000,.0000000000,.0000000000,.0000000000,.0000000000
1.0570000000,.0000000000,.0000000000,.0000000000,.0000000000
1.0570000000,.0000000000,.0000000000,.0000000000,.0000000000
1.0570000000,.0000000000,.0000000000,.0000000000,.0000000000
1.0570000000,.0000000000,.0000000000,.0000000000,.0000000000
