.0607179446,.1095073137,.1614684700,.1548710869,.0495751253
.3073430538,.0000000000,.0000000000,.0000000000,.0000000000
.1292968442,.0000000000,.0000000000,.0000000000,.0000000000
2.1842769845,.0000000000,.0000000000,.0000000000,.0000000000
2.1842769845,.0000000000,.0000000000,.0000000000,.0000000000
2.1842769845,.0000000000,.0000000000,.0000000000,.0000000000
.4364954740,.0000000000,.0000000000,.0000000000,.0000000000
.4364954740,.0000000000,.0000000000,.0000000000,.0000000000
.4364954740,.0000000000,.0000000000,.0000000000,.0000000000
1.8135965626,.0000000000,.0000000000,.0000000000,.0000000000
3.1412413909,.0000000000,.0000000000,.0000000000,.0000000000
3.1412413909,.0000000000,.0000000000,.0000000000,.0000000000
1.8135965626,.0000000000,.0000000000,.0000000000,.0000000000
3.1412413909,.0000000000,.0000000000,.0000000000,.0000000000
1.8135965626,.0000000000,.0000000000,.0000000000,.0000000000
.0607179446,.1095073137,.1614684700,.1548710869,.0495751253
.3073430538,.0000000000,.0000000000,.0000000000,.0000000000
.1292968442,.0000000000,.0000000000,.0000000000,.0000000000
2.1842769845,.0000000000,.0000000000,.0000000000,.0000000000
2.1842769845,.0000000000,.0000000000,.0000000000,.0000000000
2.1842769845,.0000000000,.0000000000,.0000000000,.0000000000
.4364954740,.0000000000,.0000000000,.0000000000,.0000000000
.4364954740,.0000000000,.0000000000,.0000000000,.0000000000
.4364954740,.0000000000,.0000000000,.0000000000,.0000000000
1.8135965626,.0000000000,.0000000000,.0000000000,.0000000000
3.1412413909,.0000000000,.0000000000,.0000000000,.0000000000
3.1412413909,.0000000000,.0000000000,.0000000000,.0000000000
1.8135965626,.0000000000,.0000000000,.0000000000,.0000000000
3.1412413909,.0000000000,.0000000000,.0000000000,.0000000000
1.8135965626,.0000000000,.0000000000,.0000000000,.0000000000
