.0961066598,.1630200577,.1855451170,.0737438295
.1471227944,.0000000000,.0000000000,.0000000000
.0510406052,.0000000000,.0000000000,.0000000000
.9568813751,.0000000000,.0000000000,.0000000000
.9568813751,.0000000000,.0000000000,.0000000000
.9568813751,.0000000000,.0000000000,.0000000000
.1231583831,.0000000000,.0000000000,.0000000000
.1231583831,.0000000000,.0000000000,.0000000000
.1231583831,.0000000000,.0000000000,.0000000000
.0961066598,.1630200577,.1855451170,.0737438295
.1471227944,.0000000000,.0000000000,.0000000000
.0510406052,.0000000000,.0000000000,.0000000000
.9568813751,.0000000000,.0000000000,.0000000000
.9568813751,.0000000000,.0000000000,.0000000000
.9568813751,.0000000000,.0000000000,.0000000000
.1231583831,.0000000000,.0000000000,.0000000000
.1231583831,.0000000000,.0000000000,.0000000000
.1231583831,.0000000000,.0000000000,.0000000000
