1.0000010169,.9036873615,.5330638716,.0000000000,.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000,.7527694279,.7769320594,.5072942551,.3981249012,.0000000000,.0000000000,.4973501901,.0000000000,.0000000000
.9036873615,1.0000000000,.7074088196,.0000000000,.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000,.7769320594,.8873107675,.6750203666,.1642691046,.0000000000,.0000000000,.4273579807,.0000000000,.0000000000
.5330638716,.7074088196,1.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.5072942551,.6750203666,.9712754250,.0214921910,.0000000000,.0000000000,.1153001010,.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.4674310745,.0000000000,.0000000000,-.3981249012,-.1642691046,-.0214921910,-.2083961672,.0000000000,.0000000000,.1991679890,.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.4674310745,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.4904362388,.0000000000,.0000000000,.3708451107,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.4674310745,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.4904362388,.0000000000,.0000000000,.3708451107
-.0000000000,-.0000000000,.0000000000,.4674310745,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,-.4973501901,-.4273579807,-.1153001010,.1991679890,.0000000000,.0000000000,.6302484021,.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.4674310745,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.3708451107,.0000000000,.0000000000,.8709419080,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.4674310745,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.3708451107,.0000000000,.0000000000,.8709419080
.7527694279,.7769320594,.5072942551,-.3981249012,.0000000000,.0000000000,-.4973501901,.0000000000,.0000000000,1.0000010169,.9036873615,.5330638716,-.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.7769320594,.8873107675,.6750203666,-.1642691046,.0000000000,.0000000000,-.4273579807,.0000000000,.0000000000,.9036873615,1.0000000000,.7074088196,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.5072942551,.6750203666,.9712754250,-.0214921910,.0000000000,.0000000000,-.1153001010,.0000000000,.0000000000,.5330638716,.7074088196,1.0000000000,.0000000000,.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000
.3981249012,.1642691046,.0214921910,-.2083961672,.0000000000,.0000000000,.1991679890,.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.4674310745,.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.4904362388,.0000000000,.0000000000,.3708451107,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.4674310745,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.4904362388,.0000000000,.0000000000,.3708451107,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.4674310745
.4973501901,.4273579807,.1153001010,.1991679890,.0000000000,.0000000000,.6302484021,.0000000000,.0000000000,.0000000000,.0000000000,-.0000000000,.4674310745,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.3708451107,.0000000000,.0000000000,.8709419080,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.4674310745,.0000000000,.0000000000,1.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.3708451107,.0000000000,.0000000000,.8709419080,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.4674310745,.0000000000,.0000000000,1.0000000000
