13.0100000000,1.9620000000,.4446000000,.1220000000
.1220000000,.0000000000,.0000000000,.0000000000
.0297400000,.0000000000,.0000000000,.0000000000
.7270000000,.0000000000,.0000000000,.0000000000
.7270000000,.0000000000,.0000000000,.0000000000
.7270000000,.0000000000,.0000000000,.0000000000
.1410000000,.0000000000,.0000000000,.0000000000
.1410000000,.0000000000,.0000000000,.0000000000
.1410000000,.0000000000,.0000000000,.0000000000
13.0100000000,1.9620000000,.4446000000,.1220000000
.1220000000,.0000000000,.0000000000,.0000000000
.0297400000,.0000000000,.0000000000,.0000000000
.7270000000,.0000000000,.0000000000,.0000000000
.7270000000,.0000000000,.0000000000,.0000000000
.7270000000,.0000000000,.0000000000,.0000000000
.1410000000,.0000000000,.0000000000,.0000000000
.1410000000,.0000000000,.0000000000,.0000000000
.1410000000,.0000000000,.0000000000,.0000000000
