1.0000010169,.9036873615,.0000000000,.0000000000,.0000000000,.7527694279,.7769320594,.3981249012,.0000000000,.0000000000
.9036873615,1.0000000000,.0000000000,.0000000000,.0000000000,.7769320594,.8873107675,.1642691046,.0000000000,.0000000000
.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,-.3981249012,-.1642691046,-.2083961672,.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.4904362388,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.4904362388
.7527694279,.7769320594,-.3981249012,.0000000000,.0000000000,1.0000010169,.9036873615,-.0000000000,.0000000000,.0000000000
.7769320594,.8873107675,-.1642691046,.0000000000,.0000000000,.9036873615,1.0000000000,.0000000000,.0000000000,.0000000000
.3981249012,.1642691046,-.2083961672,.0000000000,.0000000000,-.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,.4904362388,.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.4904362388,.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000
