.6867641445,-.2559430552,-1.1918494792,1.2963015013,-.0000000000,.0000000000,-.7548612816,-.0000000000,.0000000000,-4.5565150306
-.1702719731,-1.8278179128,1.3238036647,-2.2665576196,-.0000000000,-.0000000000,.5993604462,.0000000000,.0000000000,2.2317435778
-.0224851487,.0142205319,.0114205304,.4094988126,.0000000000,.0000000000,-.7263638699,-.0000000000,-.0000000000,2.0244146605
.0000000000,.0000000000,-.0000000000,-.0000000000,.3698960877,-.4457007239,-.0000000000,.8493714591,-.5097054028,-.0000000000
.0000000000,-.0000000000,.0000000000,.0000000000,-.4457007239,-.3698960877,.0000000000,.5097054028,.8493714591,.0000000000
.6867641445,.2559430552,-1.1918494792,-1.2963015013,.0000000000,.0000000000,-.7548612816,-.0000000000,-.0000000000,4.5565150306
-.1702719731,1.8278179128,1.3238036647,2.2665576196,.0000000000,.0000000000,.5993604462,-.0000000000,-.0000000000,-2.2317435778
.0224851487,.0142205319,-.0114205304,.4094988126,.0000000000,-.0000000000,.7263638699,.0000000000,-.0000000000,2.0244146605
.0000000000,-.0000000000,.0000000000,.0000000000,.3698960877,-.4457007239,.0000000000,-.8493714591,.5097054028,.0000000000
.0000000000,.0000000000,-.0000000000,-.0000000000,-.4457007239,-.3698960877,-.0000000000,-.5097054028,-.8493714591,-.0000000000
