82.6400000000,12.4100000000,2.8240000000,.7977000000,.2581000000,.0898900000
.7977000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.2581000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.0898900000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.2920000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.2920000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.2920000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8380000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8380000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8380000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.2920000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.2920000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.2920000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.0620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.0620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.0620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.0620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.0620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.0620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
82.6400000000,12.4100000000,2.8240000000,.7977000000,.2581000000,.0898900000
.7977000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.2581000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.0898900000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.2920000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.2920000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.2920000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8380000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8380000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8380000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.2920000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.2920000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.2920000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.0620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.0620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.0620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.0620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.0620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.0620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6620000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.3970000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
