-.8157786307,.2997110436,-.4339140316,-.0000000000,.0000000000,-.3332489595,-.0108349493,.0000000000,.0000000000,.6536755922,-.6020920709,1.7058295288,-.0000000000,-.0000000000,.0000000000,.0000000000,.2450976499,-.0000000000,-.0000000000,.0000000000,.0000000001,-.0000000000,.0000000000,-1.0575377397,.3581978855,-.0000000000,-.0000000000,.0173061735,3.7515174340,.0000000000,-.0000000000,-.0000000000,.0000000001,.0000000000,.0000000000,-.0000000000,.0000000000,-.0000000000,.0000000000,-2.6578695502,.0000000010,.0000000003,2.7124514260,.0000000000,-.0000000000,-.0000000004,.0000000000,-2.7105256723,-.0000000000,-.0000000000,7.0415301658,.0000000000,-.0000000000,.0000000001,.0000000002,-15.2457340101,.0000000000,-.0000000000,-15.7521571147,-15.7773214575
.0276364324,-.1980082751,.3015222629,.0000000000,-.0000000000,-.5648292814,-.3963997940,-.0000000000,.0000000000,-1.3722844059,-1.8431642266,-1.6091758065,-.0000000000,-.0000000000,-.0000000000,-.0000000000,.7788162445,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,-.0000000000,3.8769009573,-2.7462354318,.0000000000,-.0000000000,-6.6183464923,-2.4734496351,-.0000000000,.0000000000,.0000000000,-.0000000000,.0000000000,-.0000000000,.0000000000,-.0000000000,-.0000000000,-.0000000000,1.7388244168,-.0000000004,-.0000000009,-7.3720084995,-.0000000000,.0000000000,.0000000002,-.0000000002,-.2200612099,-.0000000000,.0000000000,-.9822405862,-.0000000000,.0000000000,.0000000000,-.0000000002,9.7283210887,.0000000000,.0000000000,3.1760319984,18.1277655907
.1430098759,-1.0913403101,-.7065561249,.0000000000,-.0000000000,-3.8198585200,-.5339081911,-.0000000000,.0000000000,-23.9839228389,2.1609132056,-6.2828808058,-.0000000000,.0000000000,-.0000000000,-.0000000000,-.1151308987,.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000,-.0000000000,17.8412588781,1.3784325533,.0000000000,-.0000000000,-7.5153859384,-.8617940028,-.0000000000,.0000000000,-.0000000000,-.0000000000,-.0000000000,-.0000000000,.0000000000,-.0000000000,.0000000000,-.0000000000,.6081088486,-.0000000003,-.0000000004,-9.2587793440,-.0000000000,.0000000000,.0000000001,.0000000001,5.6978909302,.0000000000,.0000000000,-3.8924719948,.0000000000,-.0000000000,-.0000000001,-.0000000002,14.4186043795,.0000000000,.0000000000,8.6482580738,16.0368918568
.1458403951,2.5949358533,1.0923534511,.0000000000,.0000000000,2.8756949878,.3932504177,-.0000000000,.0000000000,.1639484117,-.4159811505,1.3649099320,.0000000000,.0000000000,-.0000000000,-.0000000000,-.2708896177,-.0000000000,.0000000000,-.0000000000,-.0000000000,.0000000000,-.0000000000,.2360727811,-.3643293781,.0000000000,.0000000000,1.1491657152,-1.3653730976,-.0000000000,.0000000000,.0000000000,-.0000000000,-.0000000000,-.0000000000,.0000000000,-.0000000000,.0000000000,-.0000000000,.9592116045,-.0000000001,-.0000000000,-.5471052831,-.0000000000,.0000000000,.0000000002,-.0000000000,1.2582566051,.0000000000,.0000000000,-2.1185061368,-.0000000000,-.0000000000,-.0000000000,-.0000000001,4.0589855996,-.0000000000,.0000000000,4.5302623082,4.1384247309
.0051640376,-.0034421656,-.0288573816,.0000000000,.0000000000,-.0279150275,-.0145341787,.0000000000,.0000000000,.0094953968,.1488306186,-.0638088825,.0000000000,-.0000000000,-.0000000000,.0000000000,-.0132037349,-.0000000000,-.0000000000,.0000000000,-.0000000000,.0000000000,-.0000000000,-.0183450326,.3346544713,-.0000000000,.0000000000,-.1875955844,.4597276288,-.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,-.0000000000,-.0000000000,-.0000000000,-1.1404953486,-.0000000002,-.0000000001,.2954823250,-.0000000000,-.0000000000,.0000000000,.0000000001,-.7125593011,.0000000000,-.0000000000,-.2164638321,-.0000000000,-.0000000000,.0000000000,-.0000000000,.8869072944,-.0000000000,.0000000000,1.3796281004,-1.3854073896
-.0000000000,.0000000000,-.0000000000,.0259006719,-.0411488261,-.0000000000,-.0000000000,-.0156671462,-.0244631725,.0000000000,.0000000000,.0000000000,-.0000000000,-.0000000000,-.1078965041,.0672849779,-.0000000000,.0085821806,.0135364536,-.0000000000,-.0000000000,-.0385779113,.0606649651,-.0000000000,.0000000000,.1408156890,-.2214606169,.0000000000,-.0000000000,-.0000000000,.0000000000,-.0000000000,-.0000000000,.0000000001,.0000000000,-.3640560462,.5727558787,.0507484671,.0798177894,.0000000000,-.0000000000,-.0000000000,.0000000000,.1461145669,-.2275501472,-.0000000000,.0000000000,.0000000000,.6912583584,-1.0855432204,-.0000000000,-.5281174445,-.8284764348,.0000000000,.0000000000,.0000000000,-.0433717834,-.0681523512,-.0000000000,.0000000000
-.0000000000,.0000000000,-.0000000000,.0411488261,.0259006719,-.0000000000,-.0000000000,-.0244631725,.0156671462,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0672849779,.1078965041,.0000000000,.0135364536,-.0085821806,-.0000000000,.0000000000,-.0606649651,-.0385779113,.0000000000,-.0000000000,.2214606169,.1408156890,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,-.0000000000,.0000000000,-.0000000001,-.5727558787,-.3640560462,.0798177894,-.0507484671,.0000000000,.0000000000,.0000000000,.0000000000,.2275501472,.1461145669,.0000000000,.0000000000,-.0000000000,1.0855432204,.6912583584,-.0000000000,-.8284764348,.5281174445,-.0000000000,-.0000000000,.0000000000,-.0681523512,.0433717835,-.0000000000,-.0000000000
.0121200722,.2123238496,.0664742611,-.0000000000,.0000000000,.6146622510,.1637825429,.0000000000,-.0000000000,.8672238270,-.1288350597,2.1195885944,-.0000000000,.0000000000,.0000000000,.0000000000,-.6259032410,-.0000000000,-.0000000000,-.0000000000,.0000000000,-.0000000000,.0000000000,-1.6973518244,-1.0764745629,-.0000000000,.0000000000,5.8139429386,-.6970802123,.0000000000,-.0000000000,.0000000000,-.0000000000,-.0000000000,-.0000000000,-.0000000000,.0000000000,.0000000000,.0000000000,1.2480674696,.0000000019,.0000000007,4.1990936523,-.0000000000,-.0000000000,.0000000000,-.0000000001,1.8654411122,-.0000000000,-.0000000000,.4766781139,-.0000000000,.0000000000,-.0000000001,.0000000001,-4.2199727918,-.0000000000,-.0000000000,-1.7986836377,-9.0710803958
.0000000000,.0000000000,-.0000000000,-.0870596889,.1383131690,-.0000000000,-.0000000000,-.0441531236,-.0689420694,-.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000,.7628139592,-.4756958608,.0000000000,-.4235025802,-.6679797700,.0000000000,.0000000000,.3665309245,-.5763812765,.0000000000,.0000000000,-1.7482826709,2.7495214593,-.0000000000,.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000,-.0000000002,-.0000000000,.4180870420,-.6577608410,1.5674856680,2.4653599994,.0000000000,.0000000000,.0000000000,.0000000000,-.2657368213,.4138427405,.0000000000,-.0000000000,-.0000000000,-1.6335411408,2.5652919623,-.0000000000,.2483040384,.3895232900,.0000000000,.0000000000,.0000000000,-1.7192310554,-2.7015176525,.0000000000,-.0000000000
.0000000000,-.0000000000,-.0000000000,-.1383131690,-.0870596889,-.0000000000,.0000000000,-.0689420694,.0441531236,-.0000000000,-.0000000000,.0000000000,-.0000000000,-.0000000000,-.4756958608,-.7628139592,-.0000000000,-.6679797700,.4235025802,.0000000000,-.0000000000,.5763812765,.3665309245,-.0000000000,-.0000000000,-2.7495214593,-1.7482826709,.0000000000,-.0000000000,-.0000000000,-.0000000000,.0000000000,.0000000000,-.0000000000,.0000000002,.6577608410,.4180870420,2.4653599994,-1.5674856680,-.0000000000,-.0000000000,-.0000000000,-.0000000000,-.4138427405,-.2657368213,-.0000000000,-.0000000000,.0000000000,-2.5652919623,-1.6335411408,.0000000000,.3895232900,-.2483040384,-.0000000000,-.0000000000,-.0000000000,-2.7015176525,1.7192310554,.0000000000,-.0000000000
